-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,-0.24503283286785482,-0.0953325330677548,-0.2400755901422591,-0.09067439174066072,-0.2351282519942357,-0.08602555738614592,-0.23019079863442515,-0.08138601140886648,-0.22526321031300744,-0.07675573525063273,-0.220345467319623,-0.07213471039033381,-0.2154375499832928,-0.06752291834386392,-0.21053943867234137,-0.06292034066404906,-0.20565111379431666,-0.05832695894057194,-0.20077255579591258,-0.05374275479989965,-0.19590374516289089,-0.04916770990520991,-0.19104466242000262,-0.04460180595631691,-0.18619528813091035,-0.040045024689598474,-0.18135560289811004,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,-0.0953325330677548,-0.0953325330677548,-0.09067439174066072,-0.08602555738614592,-0.08138601140886648,-0.07675573525063273,-0.07675573525063273,-0.07213471039033381,-0.07213471039033381,-0.06752291834386392,-0.06292034066404906,-0.06292034066404906,-0.05832695894057194,-0.05832695894057194,-0.05374275479989965,-0.05374275479989965,-0.04916770990520991,-0.04460180595631691,-0.04460180595631691,-0.040045024689598474,-0.040045024689598474,-0.03549734787792369,-0.03095875733057918,-0.03095875733057918,-0.026429234893196707,-0.026429234893196707,-0.021908762447680363,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,-0.0953325330677548,-0.09067439174066072,-0.08602555738614592,-0.08138601140886648,-0.07675573525063273,-0.07213471039033381,-0.06752291834386392,-0.06292034066404906,-0.05832695894057194,-0.05374275479989965,-0.04916770990520991,-0.04460180595631691,-0.040045024689598474,-0.03549734787792369,-0.03095875733057918,-0.026429234893196707,-0.021908762447680363,-0.01739732191213461,-0.012894895240791016,-0.008401464423936744,-0.0039170114878430695,0.0005584815053079062,0.005025032457494305,0.009482659234925972,0.013931379668115973,0.01837121155195165,0.02280217264576656,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,-0.0953325330677548,-0.09067439174066072,-0.08602555738614592,-0.08138601140886648,-0.07675573525063273,-0.07213471039033381,-0.06752291834386392,-0.06292034066404906,-0.05832695894057194,-0.05374275479989965,-0.04916770990520991,-0.04460180595631691,-0.040045024689598474,-0.03549734787792369,-0.03095875733057918,-0.026429234893196707,-0.021908762447680363,-0.01739732191213461,-0.012894895240791016,-0.008401464423936744,-0.0039170114878430695,0.0005584815053079062,0.005025032457494305,0.009482659234925972,0.013931379668115973,0.01837121155195165,0.02280217264576656,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,-0.0953325330677548,-0.09067439174066072,-0.08602555738614592,-0.08138601140886648,-0.07675573525063273,-0.07213471039033381,-0.06752291834386392,-0.06292034066404906,-0.05832695894057194,-0.05374275479989965,-0.04916770990520991,-0.04460180595631691,-0.040045024689598474,-0.03549734787792369,-0.03095875733057918,-0.026429234893196707,-0.021908762447680363,-0.01739732191213461,-0.012894895240791016,-0.008401464423936744,-0.0039170114878430695,0.0005584815053079062,0.005025032457494305,0.009482659234925972,0.013931379668115973,0.01837121155195165,0.02280217264576656,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,-0.0953325330677548,-0.09067439174066072,-0.08602555738614592,-0.08138601140886648,-0.07675573525063273,-0.07213471039033381,-0.06752291834386392,-0.06292034066404906,-0.05832695894057194,-0.05374275479989965,-0.04916770990520991,-0.04460180595631691,-0.040045024689598474,-0.03549734787792369,-0.03095875733057918,-0.026429234893196707,-0.021908762447680363,-0.01739732191213461,-0.012894895240791016,-0.008401464423936744,-0.0039170114878430695,0.0005584815053079062,0.005025032457494305,0.009482659234925972,0.013931379668115973,0.01837121155195165,0.02280217264576656,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,-0.0953325330677548,-0.09067439174066072,-0.08602555738614592,-0.08138601140886648,-0.07675573525063273,-0.07213471039033381,-0.06752291834386392,-0.06292034066404906,-0.05832695894057194,-0.05374275479989965,-0.04916770990520991,-0.04460180595631691,-0.040045024689598474,-0.03549734787792369,-0.03095875733057918,-0.026429234893196707,-0.021908762447680363,-0.01739732191213461,-0.012894895240791016,-0.008401464423936744,-0.0039170114878430695,0.0005584815053079062,0.005025032457494305,0.009482659234925972,0.013931379668115973,0.01837121155195165,0.02280217264576656,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,0.04999999999999982,0.05436776673234478,0.05872680666093766,0.5,0.5034686661326448,0.8,0.8028692657328449,1.1,1.102269865333045,1.4,1.55,1.7,1.85,2.0,1.85,1.7000000000000002,1.5499999999999998,1.4,1.25,1.1,0.9500000000000002,0.7999999999999998,0.6499999999999999,0.5,0.3500000000000001,0.20000000000000018,0.04999999999999982,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,0.04999999999999982,0.20000000000000018,0.3500000000000001,0.5,0.6499999999999999,0.8,0.95,1.1,1.25,1.4,1.55,1.7,1.85,2.0,1.85,1.7000000000000002,1.5499999999999998,1.4,1.25,1.1,0.9500000000000002,0.7999999999999998,0.6499999999999999,0.5,0.3500000000000001,0.20000000000000018,0.04999999999999982,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,0.04999999999999982,0.20000000000000018,0.3500000000000001,0.5,0.6499999999999999,0.8,0.95,1.1,1.25,1.4,1.55,1.7,1.85,2.0,1.85,1.7000000000000002,1.5499999999999998,1.4,1.25,1.1,0.9500000000000002,0.7999999999999998,0.6499999999999999,0.5,0.3500000000000001,0.20000000000000018,0.04999999999999982,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,0.04999999999999982,0.20000000000000018,0.3500000000000001,0.5,0.6499999999999999,0.8,0.95,1.1,1.25,1.4,1.55,1.7,1.85,2.0,1.85,1.7000000000000002,1.5499999999999998,1.4,1.25,1.1,0.9500000000000002,0.7999999999999998,0.6499999999999999,0.5,0.3500000000000001,0.20000000000000018,0.04999999999999982,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,0.04999999999999982,0.20000000000000018,0.3500000000000001,0.5,0.6499999999999999,0.8,0.95,1.1,1.25,1.4,1.55,1.7,1.85,2.0,1.85,1.7000000000000002,1.5499999999999998,1.4,1.25,1.1,0.9500000000000002,0.7999999999999998,0.6499999999999999,0.5,0.3500000000000001,0.20000000000000018,0.04999999999999982,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,0.04999999999999982,0.20000000000000018,0.3500000000000001,0.5,0.6499999999999999,0.8,0.95,1.1,1.25,1.4,1.55,1.7,1.85,2.0,1.85,1.7000000000000002,1.5499999999999998,1.4,1.25,1.1,0.9500000000000002,0.7999999999999998,0.6499999999999999,0.5,0.3500000000000001,0.20000000000000018,0.04999999999999982,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,0.04999999999999982,0.20000000000000018,0.3500000000000001,0.5,0.6499999999999999,0.8,0.95,1.1,1.25,1.4,1.55,1.7,-0.030958757330578734,-0.035497347877923247,-0.04004502468959803,-0.044601805956316465,-0.04916770990520947,-0.053742754799899206,-0.058326958940571494,-0.06292034066404861,-0.06752291834386348,-0.07213471039033337,-0.07675573525063228,-0.08138601140886603,-0.08602555738614548,-0.09067439174066028,-0.09533253306775435,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,0.022802172645767005,0.018371211551952094,0.013931379668116417,0.009482659234926416,0.005025032457494749,0.0005584815053083503,-0.003917011487842625,-0.0084014644239363,-0.012894895240790571,-0.017397321912134167,-0.02190876244767992,-0.026429234893196263,-0.030958757330578734,-0.035497347877923247,-0.04004502468959803,-0.044601805956316465,-0.04916770990520947,-0.053742754799899206,-0.058326958940571494,-0.06292034066404861,-0.06752291834386348,-0.07213471039033337,-0.07675573525063228,-0.08138601140886603,-0.08602555738614548,-0.09067439174066028,-0.09533253306775435,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,0.022802172645767005,0.018371211551952094,0.013931379668116417,0.009482659234926416,0.005025032457494749,0.0005584815053083503,-0.003917011487842625,-0.0084014644239363,-0.012894895240790571,-0.017397321912134167,-0.02190876244767992,-0.026429234893196263,-0.030958757330578734,-0.035497347877923247,-0.04004502468959803,-0.044601805956316465,-0.04916770990520947,-0.053742754799899206,-0.058326958940571494,-0.06292034066404861,-0.06752291834386348,-0.07213471039033337,-0.07675573525063228,-0.08138601140886603,-0.08602555738614548,-0.09067439174066028,-0.09533253306775435,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,0.022802172645767005,0.018371211551952094,0.013931379668116417,0.009482659234926416,0.005025032457494749,0.0005584815053083503,-0.003917011487842625,-0.0084014644239363,-0.012894895240790571,-0.017397321912134167,-0.02190876244767992,-0.026429234893196263,-0.030958757330578734,-0.035497347877923247,-0.04004502468959803,-0.044601805956316465,-0.04916770990520947,-0.053742754799899206,-0.058326958940571494,-0.06292034066404861,-0.06752291834386348,-0.07213471039033337,-0.07675573525063228,-0.08138601140886603,-0.08602555738614548,-0.09067439174066028,-0.09533253306775435,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,0.022802172645767005,0.018371211551952094,0.013931379668116417,0.009482659234926416,0.005025032457494749,0.0005584815053083503,-0.003917011487842625,-0.0084014644239363,-0.012894895240790571,-0.017397321912134167,-0.02190876244767992,-0.026429234893196263,-0.030958757330578734,-0.035497347877923247,-0.04004502468959803,-0.044601805956316465,-0.04916770990520947,-0.053742754799899206,-0.058326958940571494,-0.06292034066404861,-0.06752291834386348,-0.07213471039033337,-0.07675573525063228,-0.08138601140886603,-0.08602555738614548,-0.09067439174066028,-0.09533253306775435,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,0.022802172645767005,0.018371211551952094,0.013931379668116417,0.009482659234926416,0.005025032457494749,0.0005584815053083503,-0.003917011487842625,-0.0084014644239363,-0.012894895240790571,-0.017397321912134167,-0.02190876244767992,-0.026429234893196263,-0.030958757330578734,-0.035497347877923247,-0.04004502468959803,-0.044601805956316465,-0.04916770990520947,-0.053742754799899206,-0.058326958940571494,-0.06292034066404861,-0.06752291834386348,-0.07213471039033337,-0.07675573525063228,-0.08138601140886603,-0.08602555738614548,-0.09067439174066028,-0.09533253306775435,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,-0.026429234893196263,-0.026429234893196263,-0.030958757330578734,-0.035497347877923247,-0.04004502468959803,-0.04004502468959803,-0.044601805956316465,-0.044601805956316465,-0.04916770990520947,-0.04916770990520947,-0.053742754799899206,-0.053742754799899206,-0.058326958940571494,-0.058326958940571494,-0.06292034066404861,-0.06292034066404861,-0.06752291834386348,-0.07213471039033337,-0.07213471039033337,-0.07675573525063228,-0.07675573525063228,-0.08138601140886603,-0.08602555738614548,-0.08602555738614548,-0.09067439174066028,-0.09067439174066028,-0.09533253306775435,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,-0.18135560289811004,-0.04004502468959803,-0.18619528813091035,-0.044601805956316465,-0.19104466242000262,-0.04916770990520947,-0.19590374516289089,-0.053742754799899206,-0.20077255579591258,-0.058326958940571494,-0.20565111379431666,-0.06292034066404861,-0.21053943867234137,-0.06752291834386348,-0.2154375499832928,-0.07213471039033337,-0.220345467319623,-0.07675573525063228,-0.22526321031300744,-0.08138601140886603,-0.23019079863442515,-0.08602555738614548,-0.2351282519942357,-0.09067439174066028,-0.2400755901422591,-0.09533253306775435,-0.24503283286785482,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,-0.18135560289811004,-0.04004502468959803,-0.18619528813091035,-0.044601805956316465,-0.19104466242000262,-0.04916770990520947,-0.19590374516289089,-0.053742754799899206,-0.20077255579591258,-0.058326958940571494,-0.20565111379431666,-0.06292034066404861,-0.21053943867234137,-0.06752291834386348,-0.2154375499832928,-0.07213471039033337,-0.220345467319623,-0.07675573525063228,-0.22526321031300744,-0.08138601140886603,-0.23019079863442515,-0.08602555738614548,-0.2351282519942357,-0.09067439174066028,-0.2400755901422591,-0.09533253306775435,-0.24503283286785482,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0,-0.8500000000000001,-0.7000000000000002,-0.5499999999999998,-0.3999999999999999,-0.25,-0.10000000000000009,-0.18135560289811004,-0.04004502468959803,-0.18619528813091035,-0.044601805956316465,-0.19104466242000262,-0.04916770990520947,-0.19590374516289089,-0.053742754799899206,-0.20077255579591258,-0.058326958940571494,-0.20565111379431666,-0.06292034066404861,-0.21053943867234137,-0.06752291834386348,-0.2154375499832928,-0.07213471039033337,-0.220345467319623,-0.07675573525063228,-0.22526321031300744,-0.08138601140886603,-0.23019079863442515,-0.08602555738614548,-0.2351282519942357,-0.09067439174066028,-0.2400755901422591,-0.09533253306775435,-0.24503283286785482,-0.09999999999999964,-0.25,-0.40000000000000036,-0.5499999999999998,-0.7000000000000002,-0.8499999999999996,-1.0
-1.0307764064044154,-0.8860022573334674,-0.7433034373659253,-0.6041522986797285,-0.47169905660283007,-0.35355339059327395,-0.2692582403567254,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.26925824035672496,-0.35355339059327395,-0.4716990566028305,-0.6041522986797285,-0.7433034373659253,-0.8860022573334669,-1.0307764064044154
-1.118033988749895,-0.9861541461658012,-0.8602325267042628,-0.7433034373659253,-0.6403124237432847,-0.5590169943749475,-0.5099019513592786,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5099019513592786,-0.5590169943749475,-0.6403124237432851,-0.7433034373659249,-0.8602325267042628,-0.9861541461658008,-1.118033988749895
-1.25,-1.1335784048754634,-1.0259142264341596,-0.9300537618869136,-0.8500000000000001,-0.790569415042095,-0.7566372975210776,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.7566372975210776,-0.790569415042095,-0.8500000000000001,-0.9300537618869136,-1.0259142264341596,-1.133578404875463,-1.25
-1.414213562373095,-1.3124404748406686,-1.2206555615733703,-1.1412712210513325,-1.0770329614269007,-1.0307764064044154,-1.0049875621120892,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0049875621120892,-1.0307764064044154,-1.0770329614269007,-1.1412712210513325,-1.2206555615733703,-1.3124404748406686,-1.414213562373095
-1.6007810593582121,-1.5116216457830975,-1.4326548781894402,-1.3656500283747661,-1.3124404748406686,-1.2747548783981961,-1.253993620398445,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.253993620398445,-1.2747548783981961,-1.3124404748406686,-1.3656500283747661,-1.4326548781894406,-1.511621645783097,-1.6007810593582121
-1.8027756377319948,-1.724093964956667,-1.6552945357246847,-1.5976545308670458,-1.5524174696260022,-1.5206906325745546,-1.5033296378372905,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5033296378372905,-1.5206906325745546,-1.5524174696260022,-1.5976545308670458,-1.6552945357246847,-1.7240939649566664,-1.8027756377319948
-2.0155644370746373,-1.9455076458343719,-1.884807682497076,-1.8343936327844137,-1.7951323071016247,-1.7677669529663689,-1.7528548142958105,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.7528548142958105,-1.7677669529663689,-1.7951323071016247,-1.8343936327844137,-1.884807682497076,-1.9455076458343719,-2.0155644370746373
-2.23606797749979,-2.173131381210073,-2.1189620100417095,-2.0742468512691534,-2.0396078054371145,-2.0155644370746373,-2.002498439450079,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.002498439450079,-2.0155644370746373,-2.0396078054371145,-2.0742468512691534,-2.1189620100417095,-2.173131381210073,-2.23606797749979
